[Header]	
System	TOC-L 9mL	
S/W Version	1.00	
User		
Date/Time	8/1/2022 12:00:08 PM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/Sparge Kit/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Mean Area	Conc.	Mean Conc.	Result	SD Conc	CV Conc	Vial	Excluded	Inj. Vol.	
Unknown	NPOC/TN	Blank1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal	1.00		7/29/2022 8:43:18 PM	1	3	NPOC	0.6129	0.5795	0.2088	0.2024	NPOC:0.2024mg/L TN:-0.00441mg/L	0.00899	4.44	21	0	50	
Unknown	NPOC/TN	Blank1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal	1.00		7/29/2022 8:45:42 PM	1	4	NPOC	0.5261	0.5795	0.1921	0.2024	NPOC:0.2024mg/L TN:-0.00441mg/L	0.00899	4.44	21	0	50	
Unknown	NPOC/TN	Blank1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal	1.00		7/29/2022 8:37:20 PM	1	1	TN	0.03030	0.09620	-0.01301	-0.00441	NPOC:0.2024mg/L TN:-0.00441mg/L	0.00904	-204.84	21	0	50	
Unknown	NPOC/TN	Blank1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal	1.00		7/29/2022 8:40:05 PM	1	2	TN	0.1684	0.09620	0.00501	-0.00441	NPOC:0.2024mg/L TN:-0.00441mg/L	0.00904	-204.84	21	0	50	
Unknown	NPOC/TN	Blank1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal	1.00		7/29/2022 8:43:18 PM	1	3	TN	0.08990	0.09620	-0.00523	-0.00441	NPOC:0.2024mg/L TN:-0.00441mg/L	0.00904	-204.84	21	0	50	
Unknown	NPOC/TN	CKSTD1_1ppmCN	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal	1.00		7/29/2022 8:56:23 PM	1	1	NPOC	5.001	4.711	1.053	0.9970	NPOC:0.9970mg/L TN:0.9866mg/L	0.02359	2.37	22	1	50	
Unknown	NPOC/TN	CKSTD1_1ppmCN	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal	1.00		7/29/2022 8:59:54 PM	1	2	NPOC	4.717	4.711	0.9982	0.9970	NPOC:0.9970mg/L TN:0.9866mg/L	0.02359	2.37	22	0	50	
Unknown	NPOC/TN	CKSTD1_1ppmCN	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal	1.00		7/29/2022 9:03:41 PM	1	3	NPOC	4.585	4.711	0.9728	0.9970	NPOC:0.9970mg/L TN:0.9866mg/L	0.02359	2.37	22	0	50	
Unknown	NPOC/TN	CKSTD1_1ppmCN	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal	1.00		7/29/2022 9:06:46 PM	1	4	NPOC	4.830	4.711	1.020	0.9970	NPOC:0.9970mg/L TN:0.9866mg/L	0.02359	2.37	22	0	50	
Unknown	NPOC/TN	CKSTD1_1ppmCN	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal	1.00		7/29/2022 8:56:23 PM	1	1	TN	7.633	7.691	0.9790	0.9866	NPOC:0.9970mg/L TN:0.9866mg/L	0.01476	1.50	22	0	50	
Unknown	NPOC/TN	CKSTD1_1ppmCN	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal	1.00		7/29/2022 8:59:54 PM	1	2	TN	7.618	7.691	0.9771	0.9866	NPOC:0.9970mg/L TN:0.9866mg/L	0.01476	1.50	22	0	50	
Unknown	NPOC/TN	CKSTD1_1ppmCN	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal	1.00		7/29/2022 9:03:41 PM	1	3	TN	7.821	7.691	1.004	0.9866	NPOC:0.9970mg/L TN:0.9866mg/L	0.01476	1.50	22	0	50	
Unknown	NPOC/TN	TMP_FW_SOURCE_HR5	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal	1.00		7/29/2022 9:16:52 PM	1	1	NPOC	2.416	2.527	0.5556	0.5769	NPOC:0.5769mg/L TN:0.00689mg/L	0.02079	3.60	23	0	50	
Unknown	NPOC/TN	TMP_FW_SOURCE_HR5	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal	1.00		7/29/2022 9:19:45 PM	1	2	NPOC	2.532	2.527	0.5779	0.5769	NPOC:0.5769mg/L TN:0.00689mg/L	0.02079	3.60	23	0	50	
Unknown	NPOC/TN	TMP_FW_SOURCE_HR5	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal	1.00		7/29/2022 9:22:49 PM	1	3	NPOC	2.790	2.527	0.6276	0.5769	NPOC:0.5769mg/L TN:0.00689mg/L	0.02079	3.60	23	1	50	
Unknown	NPOC/TN	TMP_FW_SOURCE_HR5	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal	1.00		7/29/2022 9:25:46 PM	1	4	NPOC	2.632	2.527	0.5972	0.5769	NPOC:0.5769mg/L TN:0.00689mg/L	0.02079	3.60	23	0	50	
Unknown	NPOC/TN	TMP_FW_SOURCE_HR5	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal	1.00		7/29/2022 9:16:52 PM	1	1	TN	1.078	0.1828	0.1237	0.00689	NPOC:0.5769mg/L TN:0.00689mg/L	0.03114	451.82	23	1	50	
Unknown	NPOC/TN	TMP_FW_SOURCE_HR5	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal	1.00		7/29/2022 9:19:45 PM	1	2	TN	0.000	0.1828	-0.01697	0.00689	NPOC:0.5769mg/L TN:0.00689mg/L	0.03114	451.82	23	0	50	
Unknown	NPOC/TN	TMP_FW_SOURCE_HR5	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal	1.00		7/29/2022 9:22:49 PM	1	3	TN	0.4528	0.1828	0.04212	0.00689	NPOC:0.5769mg/L TN:0.00689mg/L	0.03114	451.82	23	0	50	
Unknown	NPOC/TN	TMP_FW_SOURCE_HR5	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal	1.00		7/29/2022 9:25:46 PM	1	4	TN	0.09570	0.1828	-0.00448	0.00689	NPOC:0.5769mg/L TN:0.00689mg/L	0.03114	451.82	23	0	50	
Unknown	NPOC/TN	TMP_FW_SOURCE_HR7	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal	1.00		7/29/2022 9:35:43 PM	1	1	NPOC	2.516	2.494	0.5749	0.5706	NPOC:0.5706mg/L TN:0.01175mg/L	0.00881	1.54	24	0	50	
Unknown	NPOC/TN	TMP_FW_SOURCE_HR7	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal	1.00		7/29/2022 9:38:43 PM	1	2	NPOC	2.524	2.494	0.5764	0.5706	NPOC:0.5706mg/L TN:0.01175mg/L	0.00881	1.54	24	0	50	
Unknown	NPOC/TN	TMP_FW_SOURCE_HR7	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal	1.00		7/29/2022 9:41:43 PM	1	3	NPOC	2.739	2.494	0.6177	0.5706	NPOC:0.5706mg/L TN:0.01175mg/L	0.00881	1.54	24	1	50	
Unknown	NPOC/TN	TMP_FW_SOURCE_HR7	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal	1.00		7/29/2022 9:45:40 PM	1	4	NPOC	2.441	2.494	0.5604	0.5706	NPOC:0.5706mg/L TN:0.01175mg/L	0.00881	1.54	24	0	50	
Unknown	NPOC/TN	TMP_FW_SOURCE_HR7	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal	1.00		7/29/2022 9:35:43 PM	1	1	TN	0.3077	0.2201	0.02319	0.01175	NPOC:0.5706mg/L TN:0.01175mg/L	0.01714	145.90	24	0	50	
Unknown	NPOC/TN	TMP_FW_SOURCE_HR7	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal	1.00		7/29/2022 9:38:43 PM	1	2	TN	0.06900	0.2201	-0.00796	0.01175	NPOC:0.5706mg/L TN:0.01175mg/L	0.01714	145.90	24	0	50	
Unknown	NPOC/TN	TMP_FW_SOURCE_HR7	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal	1.00		7/29/2022 9:41:43 PM	1	3	TN	0.2835	0.2201	0.02003	0.01175	NPOC:0.5706mg/L TN:0.01175mg/L	0.01714	145.90	24	0	50	
Unknown	NPOC/TN	TMP_FW_SOURCE_HR7	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal	1.00		7/29/2022 9:45:40 PM	1	4	TN	0.9973	0.2201	0.1132	0.01175	NPOC:0.5706mg/L TN:0.01175mg/L	0.01714	145.90	24	1	50	
Unknown	NPOC/TN	TMP_FW_SOURCE_HR0	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal	1.00		7/29/2022 9:56:45 PM	1	1	NPOC	2.764	2.874	0.6226	0.6438	NPOC:0.6438mg/L TN:-0.00720mg/L	0.01842	2.86	25	0	50	
Unknown	NPOC/TN	TMP_FW_SOURCE_HR0	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal	1.00		7/29/2022 10:01:49 PM	1	2	NPOC	2.923	2.874	0.6531	0.6438	NPOC:0.6438mg/L TN:-0.00720mg/L	0.01842	2.86	25	0	50	
Unknown	NPOC/TN	TMP_FW_SOURCE_HR0	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal	1.00		7/29/2022 10:04:50 PM	1	3	NPOC	2.936	2.874	0.6556	0.6438	NPOC:0.6438mg/L TN:-0.00720mg/L	0.01842	2.86	25	0	50	
Unknown	NPOC/TN	TMP_FW_SOURCE_HR0	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal	1.00		7/29/2022 9:56:45 PM	1	1	TN	0.9165	0.07480	0.1026	-0.00720	NPOC:0.6438mg/L TN:-0.00720mg/L	0.01691	-234.64	25	1	50	
Unknown	NPOC/TN	TMP_FW_SOURCE_HR0	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal	1.00		7/29/2022 10:01:49 PM	1	2	TN	0.000	0.07480	-0.01697	-0.00720	NPOC:0.6438mg/L TN:-0.00720mg/L	0.01691	-234.64	25	0	50	
Unknown	NPOC/TN	TMP_FW_SOURCE_HR0	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal	1.00		7/29/2022 10:04:50 PM	1	3	TN	0.000	0.07480	-0.01697	-0.00720	NPOC:0.6438mg/L TN:-0.00720mg/L	0.01691	-234.64	25	0	50	
Unknown	NPOC/TN	TMP_FW_SOURCE_HR0	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal	1.00		7/29/2022 10:12:56 PM	1	4	TN	0.2244	0.07480	0.01232	-0.00720	NPOC:0.6438mg/L TN:-0.00720mg/L	0.01691	-234.64	25	0	50	
Unknown	NPOC/TN	TMP_FW_H6_T1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal	1.00		7/29/2022 10:24:47 PM	1	1	NPOC	2.248	2.174	0.5233	0.5090	NPOC:0.5090mg/L TN:-0.01416mg/L	0.02074	4.07	26	0	50	
Unknown	NPOC/TN	TMP_FW_H6_T1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal	1.00		7/29/2022 10:27:47 PM	1	2	NPOC	2.223	2.174	0.5185	0.5090	NPOC:0.5090mg/L TN:-0.01416mg/L	0.02074	4.07	26	0	50	
Unknown	NPOC/TN	TMP_FW_H6_T1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal	1.00		7/29/2022 10:30:44 PM	1	3	NPOC	2.050	2.174	0.4852	0.5090	NPOC:0.5090mg/L TN:-0.01416mg/L	0.02074	4.07	26	0	50	
Unknown	NPOC/TN	TMP_FW_H6_T1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal	1.00		7/29/2022 10:33:38 PM	1	4	NPOC	1.959	2.174	0.4677	0.5090	NPOC:0.5090mg/L TN:-0.01416mg/L	0.02074	4.07	26	1	50	
Unknown	NPOC/TN	TMP_FW_H6_T1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal	1.00		7/29/2022 10:24:47 PM	1	1	TN	0.5158	0.02150	0.05034	-0.01416	NPOC:0.5090mg/L TN:-0.01416mg/L	0.00486	-34.32	26	1	50	
Unknown	NPOC/TN	TMP_FW_H6_T1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal	1.00		7/29/2022 10:27:47 PM	1	2	TN	0.000	0.02150	-0.01697	-0.01416	NPOC:0.5090mg/L TN:-0.01416mg/L	0.00486	-34.32	26	0	50	
Unknown	NPOC/TN	TMP_FW_H6_T1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal	1.00		7/29/2022 10:30:44 PM	1	3	TN	0.06450	0.02150	-0.00855	-0.01416	NPOC:0.5090mg/L TN:-0.01416mg/L	0.00486	-34.32	26	0	50	
Unknown	NPOC/TN	TMP_FW_H6_T1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal	1.00		7/29/2022 10:33:38 PM	1	4	TN	0.000	0.02150	-0.01697	-0.01416	NPOC:0.5090mg/L TN:-0.01416mg/L	0.00486	-34.32	26	0	50	
Unknown	NPOC/TN	TMP_FW_B4_T1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal	1.00		7/29/2022 10:43:37 PM	1	1	NPOC	2.352	2.319	0.5433	0.5369	NPOC:0.5369mg/L TN:0.06067mg/L	0.00698	1.30	27	0	50	
Unknown	NPOC/TN	TMP_FW_B4_T1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal	1.00		7/29/2022 10:46:41 PM	1	2	NPOC	2.110	2.319	0.4968	0.5369	NPOC:0.5369mg/L TN:0.06067mg/L	0.00698	1.30	27	1	50	
Unknown	NPOC/TN	TMP_FW_B4_T1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal	1.00		7/29/2022 10:51:45 PM	1	3	NPOC	2.324	2.319	0.5379	0.5369	NPOC:0.5369mg/L TN:0.06067mg/L	0.00698	1.30	27	0	50	
Unknown	NPOC/TN	TMP_FW_B4_T1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal	1.00		7/29/2022 10:56:37 PM	1	4	NPOC	2.280	2.319	0.5295	0.5369	NPOC:0.5369mg/L TN:0.06067mg/L	0.00698	1.30	27	0	50	
Unknown	NPOC/TN	TMP_FW_B4_T1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal	1.00		7/29/2022 10:43:37 PM	1	1	TN	0.4057	0.5950	0.03597	0.06067	NPOC:0.5369mg/L TN:0.06067mg/L	0.00957	15.77	27	1	50	
Unknown	NPOC/TN	TMP_FW_B4_T1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal	1.00		7/29/2022 10:46:41 PM	1	2	TN	0.6794	0.5950	0.07169	0.06067	NPOC:0.5369mg/L TN:0.06067mg/L	0.00957	15.77	27	0	50	
Unknown	NPOC/TN	TMP_FW_B4_T1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal	1.00		7/29/2022 10:51:45 PM	1	3	TN	0.5474	0.5950	0.05446	0.06067	NPOC:0.5369mg/L TN:0.06067mg/L	0.00957	15.77	27	0	50	
Unknown	NPOC/TN	TMP_FW_B4_T1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal	1.00		7/29/2022 10:56:37 PM	1	4	TN	0.5581	0.5950	0.05586	0.06067	NPOC:0.5369mg/L TN:0.06067mg/L	0.00957	15.77	27	0	50	
Unknown	NPOC/TN	TMP_FW_WELL_T1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal	1.00		7/29/2022 11:06:47 PM	1	1	NPOC	3.894	3.846	0.8399	0.8306	NPOC:0.8306mg/L TN:0.01527mg/L	0.01262	1.52	28	0	50	
Unknown	NPOC/TN	TMP_FW_WELL_T1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal	1.00		7/29/2022 11:10:01 PM	1	2	NPOC	3.771	3.846	0.8163	0.8306	NPOC:0.8306mg/L TN:0.01527mg/L	0.01262	1.52	28	0	50	
Unknown	NPOC/TN	TMP_FW_WELL_T1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal	1.00		7/29/2022 11:15:05 PM	1	3	NPOC	3.872	3.846	0.8357	0.8306	NPOC:0.8306mg/L TN:0.01527mg/L	0.01262	1.52	28	0	50	
Unknown	NPOC/TN	TMP_FW_WELL_T1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal	1.00		7/29/2022 11:06:47 PM	1	1	TN	0.2110	0.2470	0.01057	0.01527	NPOC:0.8306mg/L TN:0.01527mg/L	0.03482	228.07	28	0	50	
Unknown	NPOC/TN	TMP_FW_WELL_T1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal	1.00		7/29/2022 11:10:01 PM	1	2	TN	0.5301	0.2470	0.05221	0.01527	NPOC:0.8306mg/L TN:0.01527mg/L	0.03482	228.07	28	0	50	
Unknown	NPOC/TN	TMP_FW_WELL_T1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal	1.00		7/29/2022 11:15:05 PM	1	3	TN	1.725	0.2470	0.2081	0.01527	NPOC:0.8306mg/L TN:0.01527mg/L	0.03482	228.07	28	1	50	
Unknown	NPOC/TN	TMP_FW_WELL_T1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal	1.00		7/29/2022 11:20:51 PM	1	4	TN	0.000	0.2470	-0.01697	0.01527	NPOC:0.8306mg/L TN:0.01527mg/L	0.03482	228.07	28	0	50	
Unknown	NPOC/TN	TMP_FW_F6_T1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal	1.00		7/29/2022 11:32:42 PM	1	1	NPOC	1.373	1.377	0.3550	0.3558	NPOC:0.3558mg/L TN:0.02209mg/L	0.00466	1.31	29	0	50	
Unknown	NPOC/TN	TMP_FW_F6_T1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal	1.00		7/29/2022 11:35:27 PM	1	2	NPOC	1.171	1.377	0.3161	0.3558	NPOC:0.3558mg/L TN:0.02209mg/L	0.00466	1.31	29	1	50	
Unknown	NPOC/TN	TMP_FW_F6_T1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal	1.00		7/29/2022 11:38:19 PM	1	3	NPOC	1.355	1.377	0.3515	0.3558	NPOC:0.3558mg/L TN:0.02209mg/L	0.00466	1.31	29	0	50	
Unknown	NPOC/TN	TMP_FW_F6_T1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal	1.00		7/29/2022 11:41:16 PM	1	4	NPOC	1.403	1.377	0.3608	0.3558	NPOC:0.3558mg/L TN:0.02209mg/L	0.00466	1.31	29	0	50	
Unknown	NPOC/TN	TMP_FW_F6_T1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal	1.00		7/29/2022 11:32:42 PM	1	1	TN	0.8593	0.2993	0.09516	0.02209	NPOC:0.3558mg/L TN:0.02209mg/L	0.01939	87.80	29	1	50	
Unknown	NPOC/TN	TMP_FW_F6_T1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal	1.00		7/29/2022 11:35:27 PM	1	2	TN	0.1312	0.2993	0.00015	0.02209	NPOC:0.3558mg/L TN:0.02209mg/L	0.01939	87.80	29	0	50	
Unknown	NPOC/TN	TMP_FW_F6_T1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal	1.00		7/29/2022 11:38:19 PM	1	3	TN	0.3533	0.2993	0.02914	0.02209	NPOC:0.3558mg/L TN:0.02209mg/L	0.01939	87.80	29	0	50	
Unknown	NPOC/TN	TMP_FW_F6_T1	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_TN_0-3ppm.2022_07_29_17_45_44.cal	1.00		7/29/2022 11:41:16 PM	1	4	TN	0.4133	0.2993	0.03697	0.02209	NPOC:0.3558mg/L TN:0.02209mg/L	0.01939	87.80	29	0	50	
Unknown	NPOC/TN	TMP_FW_C6_T2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal	1.00		7/29/2022 11:53:14 PM	1	1	NPOC	1.264	1.741	0.3340	0.4258	NPOC:0.4258mg/L TN:-0.00827mg/L	0.02367	5.56	30	1	50	
Unknown	NPOC/TN	TMP_FW_C6_T2	Untitled	C:\TOC-L\Methods\9mL_NPOC_TN_50uL_method.met	C:\TOC-L\CalCurves\20220729_NPOC_0-50ppm.2022_07_29_14_25_21.cal	1.00		7/29/2022 11:56:08 PM	1	2	NPOC	1.817	1.741	0.4404	0.4258	NPOC:0.4258mg/L TN:-0.00827mg/L	0.02367	5.56	30	0	50	
